Body,muscle,exercise,equipment,resource
hips,GluteusMaximus,Cable Single Leg Split Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBSingleLegSplitSquat
hips,GluteusMaximus,Cable One Arm Single Leg Split Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBSingleLegSplitSquatOneArm
hips,GluteusMaximus,Cable Split Squat (belt),Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBLunge
hips,GluteusMaximus,Cable Split Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBLungeTwoArm
hips,GluteusMaximus,Cable One Arm Split Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBLungeOneArm
hips,GluteusMaximus,Cable Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBSquat
hips,GluteusMaximus,Cable Bar Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBBarSquat
hips,GluteusMaximus,Cable Belt Squat,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBSquatBelt
hips,GluteusMaximus,Cable Standing Hip Extension,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBStandingHipExtension
hips,GluteusMaximus,Cable Bent-over Hip Extension,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBBentOverHipExtension
hips,GluteusMaximus,Cable Step-up,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBStepUp
hips,GluteusMaximus,Cable Stiff Leg Deadlift,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBStiffLegDeadlift
hips,GluteusMaximus,Cable Straight-back Stiff-leg Deadlift,Cable,https://exrx.net/WeightExercises/GluteusMaximus/CBStrBackStiffLegDeadlift
hips,GluteusMaximus,Dumbbell Lunge,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBLunge
hips,GluteusMaximus,Dumbbell Alternating Side Lunge,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSideLunge
hips,GluteusMaximus,Dumbbell Rear Lunge,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBRearLunge
hips,GluteusMaximus,Dumbbell Side Lunge,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSideLunge2
hips,GluteusMaximus,Dumbbell Walking Lunge,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBWalkingLunge
hips,GluteusMaximus,Dumbell Single Leg Stiff-leg Deadlift,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSingleLegStiffLegDeadlift
hips,GluteusMaximus,Dumbbell Single Leg Split Squat,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSingleLegSplitSquat
hips,GluteusMaximus,Dumbbell Single Leg Squat,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSingleLegSquat
hips,GluteusMaximus,Dumbbell Split Squat,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSplitSquat
hips,GluteusMaximus,Dumbbell Squat,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBSquat
hips,GluteusMaximus,Dumbbell Front Squat,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBFrontSquat
hips,GluteusMaximus,Dumbbell Step-up,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBStepUp
hips,GluteusMaximus,Dumbbell Lateral Step-up,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBLateralStepUp
hips,GluteusMaximus,Dumbbell Step Down,Dumbbell,https://exrx.net/WeightExercises/GluteusMaximus/DBStepDown
hips,GluteusMaximus,Lever Bent-over Rear Kick (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBentOverRearKickPL
hips,GluteusMaximus,Lever Deadlift (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVDeadlift
hips,GluteusMaximus,Lever Stiff Leg Deadlift (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVStiffLegDeadlift
hips,GluteusMaximus,Lever Straight-back Stiff-leg Deadlift (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVStrBackStiffLegDeadlift
hips,GluteusMaximus,Lever 45�X Leg Press (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LV45LegPress
hips,GluteusMaximus,Lever Single Leg 45�X Leg Press,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLeg45LegPress
hips,GluteusMaximus,Lever Hack Press (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVHackPress
hips,GluteusMaximus,Lever Lying Leg Press (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVLyingLegPressH
hips,GluteusMaximus,Lever Lying Leg Press (custom - plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVLyingLegPress
hips,GluteusMaximus,Lever Single Leg Lying Leg Press (custom - plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegLyingLegPress
hips,GluteusMaximus,Lever Seated Leg Press (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSeatedLegPressH
hips,GluteusMaximus,Lever Alternating Seated Leg Press (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVAlternatingLegPress
hips,GluteusMaximus,Lever Single Leg Seated Leg Press (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegPressH
hips,GluteusMaximus,Lever Lying Hip Extension (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVLyingHipExtensionH
hips,GluteusMaximus,Lever Power Runner (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVPowerRunnerPL
hips,GluteusMaximus,Lever Rear Lunge (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVRearLunge
hips,GluteusMaximus,Lever Barbell Rear Lunge (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBBRearLunge
hips,GluteusMaximus,Lever Reverse Hyper-extension (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVReverseHyperextension
hips,GluteusMaximus,Lever Single Leg Split Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegSplitSquat
hips,GluteusMaximus,Lever Barbell Single Leg Split Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBBSingleLegSplitSquat
hips,GluteusMaximus,Lever Single Leg Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegSquat
hips,GluteusMaximus,Lever Split Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSplitSquat
hips,GluteusMaximus,Lever Barbell Split Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBBSplitSquat
hips,GluteusMaximus,Lever Sliding Split Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSlidingSplitSquatPL
hips,GluteusMaximus,Lever Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSquatPL
hips,GluteusMaximus,Lever Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSquatPL3
hips,GluteusMaximus,Lever Barbell Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBBSquat
hips,GluteusMaximus,Lever Front Squat,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVFrontSquatPL
hips,GluteusMaximus,Lever Full Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVFullSquatPL
hips,GluteusMaximus,Lever Hack Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVHackSquat
hips,GluteusMaximus,Lever V-Squat (plate loaded),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVVSquatH
hips,GluteusMaximus,Lever Bent-over Hip Extension,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBentOverHipExtension
hips,GluteusMaximus,Lever Kneeling Hip Extension,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVKneelingHipExtensionRoller
hips,GluteusMaximus,Lever Alternating Kneeling Hip Extension,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVAlternatingKneelingHipExtRoll
hips,GluteusMaximus,Lever Lying Hip Extension,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVLyingHipExtension
hips,GluteusMaximus,Lever Alternating Lying Hip Extension,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVAlternatingLyingHipExtension
hips,GluteusMaximus,Lever Standing Hip Extension,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVStandingHipExtension
hips,GluteusMaximus,Lever Standing Hip Extension (with abdominal pad),Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVStandingHipExtensionTech
hips,GluteusMaximus,Lever Alternating Seated Leg Press,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVAlternatingLyingLegPress
hips,GluteusMaximus,Lever Seated Leg Press,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSeatedLegPress
hips,GluteusMaximus,Lever Single Leg Seated Leg Press,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegLegPress
hips,GluteusMaximus,Lever Bent-over Rear Kick,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVBentOverRearKick
hips,GluteusMaximus,Lever Kneeling Rear Kick,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVKneelingHipExtension
hips,GluteusMaximus,Lever Standing Rear Kick,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegStandingLegPress
hips,GluteusMaximus,Lever Squat,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSquat
hips,GluteusMaximus,Lever V-Squat,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVVSquat
hips,GluteusMaximus,Lever Split V-Squat,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegVSquat
hips,GluteusMaximus,Lever Single Leg Split V-Squat,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVSingleLegSplitVSquat
hips,GluteusMaximus,Lever Alternating Single Leg Split V-Squat,Lever,https://exrx.net/WeightExercises/GluteusMaximus/LVAlternatingSingleLegSplitVSquat
hips,GluteusMaximus,Sled 45�X Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SL45LegPress
hips,GluteusMaximus,Sled Alternating 45�X Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLAlternating45LegPress
hips,GluteusMaximus,Sled Single Leg 45�X Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSingleLeg45LegPress
hips,GluteusMaximus,Sled Hack Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLHackPress
hips,GluteusMaximus,Sled Lying Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLLyingLegPress
hips,GluteusMaximus,Sled Lying Leg Press (plate loaded),Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLLyingLegPressPL
hips,GluteusMaximus,Sled Single Leg Lying Leg Press (plate loaded),Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSingleLegLyingLegPressPL
hips,GluteusMaximus,Sled Single Leg Lying Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSingleLegLyingLegPress
hips,GluteusMaximus,Sled Seated Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSeatedLegPress
hips,GluteusMaximus,Sled Vertical Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLVerticalLegPress
hips,GluteusMaximus,Sled Single Leg Vertical Leg Press,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSingleLegVerticalLegPress
hips,GluteusMaximus,Sled Kneeling Rear Kick,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLKneelingHipExtension
hips,GluteusMaximus,Sled Standing Rear Kick,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLStandingHipExtension
hips,GluteusMaximus,Sled Rear Lunge,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLRearLunge
hips,GluteusMaximus,Sled Squat,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSquat
hips,GluteusMaximus,Sled Hack Squat,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLHackSquat
hips,GluteusMaximus,Sled Single Leg Hack Squat,Sled,https://exrx.net/WeightExercises/GluteusMaximus/SLSingleLegHackSquat
hips,GluteusMaximus,Smith Bent Knee Good-morning,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMBentKneeGoodMorning
hips,GluteusMaximus,Smith Deadlift,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMDeadlift
hips,GluteusMaximus,Smith Stiff Leg Deadlift,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMStiffLegDeadlift
hips,GluteusMaximus,Smith Straight-back Stiff-leg Deadlift,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMStrBackStiffLegDeadlift
hips,GluteusMaximus,Smith Rear Lunge,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMRearLunge
hips,GluteusMaximus,Smith Single Leg Split Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMSingleLegSplitSquat
hips,GluteusMaximus,Smith Split Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMSplitSquat
hips,GluteusMaximus,Smith Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMSquat
hips,GluteusMaximus,Smith Single Leg Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMSingleLegSquat
hips,GluteusMaximus,Smith Front Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMFrontSquat
hips,GluteusMaximus,Smith Hack Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMHackSquat
hips,GluteusMaximus,Smith Wide Squat,Smith,https://exrx.net/WeightExercises/GluteusMaximus/SMWideSquat
hips,GluteusMaximus,Weighted Belt Squat,Weight,https://exrx.net/WeightExercises/GluteusMaximus/WtSquat
hips,GluteusMaximus,Weighted Front Squat,Weight,https://exrx.net/WeightExercises/GluteusMaximus/WTFrontSquat
hips,GluteusMaximus,Weighted Reverse Hyper-extension,Weight,https://exrx.net/WeightExercises/GluteusMaximus/WtReverseHyperextension
hips,GluteusMaximus,Weighted Single Leg Squat,Weight,https://exrx.net/WeightExercises/GluteusMaximus/WtSingleLegSquat
hips,GluteusMaximus,Lunge,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWLunge
hips,GluteusMaximus,Reverse Hyper-extension,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWReverseHyperextension
hips,GluteusMaximus,Reverse Hyper-extension (on stability ball),BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWReverseHyperextensionBall
hips,GluteusMaximus,Single Leg Hip Bridge,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWLyingHipExtension
hips,GluteusMaximus,Single Leg Squat (pistol),BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSingleLegSquat
hips,GluteusMaximus,Single Leg Box Squat,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSingleLegBoxSquat
hips,GluteusMaximus,Single Leg Squat (with leg back),BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSingleLegSquatLegBack
hips,GluteusMaximus,Single Leg Reclining Squat (bar),BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSingleLegRecliningSquat
hips,GluteusMaximus,Split Squat,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSplitSquat
hips,GluteusMaximus,Single Leg Split Squat,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSingleLegSplitSquat
hips,GluteusMaximus,Single Leg Stiff-leg Deadlift,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSingleLegStiffLegDeadlift
hips,GluteusMaximus,Squat,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWSquat
hips,GluteusMaximus,Step-up,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWStepUp
hips,GluteusMaximus,Lateral Step-up,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWLateralStepUp
hips,GluteusMaximus,Step-down,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWStepDown
hips,GluteusMaximus,Alternating Step-down,BodyWeight,https://exrx.net/WeightExercises/GluteusMaximus/BWAlternatingStepDown
hips,GluteusMaximus,Self-assisted Single Leg Squat (bar),Assisted,https://exrx.net/WeightExercises/GluteusMaximus/AsSingleLegSquatSelf
hips,GluteusMaximus,Self-assisted Single Leg Reclining Squat (pole),Assisted,https://exrx.net/WeightExercises/GluteusMaximus/ASSingleLegSquatSelfPole
hips,GluteusMaximus,Self-assisted Single Leg Squat (leg wrapped),Assisted,https://exrx.net/WeightExercises/GluteusMaximus/AsSingleLegSquatLegSelf
hips,GluteusMaximus,Self-assisted Step-down,Assisted,https://exrx.net/WeightExercises/GluteusMaximus/ASStepDownSelf
hips,GluteusMaximus,Suspended Hip Bridge,Suspended,https://exrx.net/WeightExercises/GluteusMaximus/STHipBridge
hips,GluteusMaximus,Suspended Single Leg Squat,Suspended,https://exrx.net/WeightExercises/GluteusMaximus/STSingleLegSquat
hips,GluteusMaximus,Suspended Single Leg Split Squat,Suspended,https://exrx.net/WeightExercises/GluteusMaximus/STSplitSquat
hips,GluteusMaximus,Suspended Single Leg Split Squat (self-assisted),Suspended,https://exrx.net/WeightExercises/GluteusMaximus/STSingleLegSplitSquatSelfAss
hips,HipAbductor,Cable Hip Abduction,Cable,https://exrx.net/WeightExercises/HipAbductor/CBHipAbduction
hips,HipAbductor,Cable Lying Hip Internal Rotation,Cable,https://exrx.net/WeightExercises/HipAbductor/CBLyingHipInternalRotation
hips,HipAbductor,Cable Seated Hip Internal Rotation,Cable,https://exrx.net/WeightExercises/HipAbductor/CBSeatedHipInternalRotation
hips,HipAbductor,Dumbbell Lying Hip Abduction,Dumbbell,https://exrx.net/WeightExercises/HipAbductor/DBLyingHipAbduction
hips,HipAbductor,Lever Seated Hip Abduction (plate loaded),Lever,https://exrx.net/WeightExercises/HipAbductor/LVSeatedHipAbductionH
hips,HipAbductor,Lever Lying Hip Abduction,Lever,https://exrx.net/WeightExercises/HipAbductor/LVLyingHipAbduction
hips,HipAbductor,Lever Seated Hip Abduction,Lever,https://exrx.net/WeightExercises/HipAbductor/LVSeatedHipAbduction
hips,HipAbductor,Lever Standing Hip Abduction,Lever,https://exrx.net/WeightExercises/HipAbductor/LVStandHipAbduction
hips,HipAbductor,Weighted Lying Hip Abduction,Weight,https://exrx.net/WeightExercises/HipAbductor/WtLyingHipAbduction
hips,HipAbductor,Side Bridge Hip Abduction,BodyWeight,https://exrx.net/WeightExercises/HipAbductor/BWSideBridgeHipAbduction
hips,HipAbductor,Angled Side Bridge Hip Abduction,BodyWeight,https://exrx.net/WeightExercises/HipAbductor/BWAngledSideBridgeHipAbduction
hips,HipAbductor,Bent Knee Side Bridge Hip Abduction,BodyWeight,https://exrx.net/WeightExercises/HipAbductor/BWBentKneeSideBridgeHipAbduction
hips,HipAbductor,Suspended Hip Abduction,Suspended,https://exrx.net/WeightExercises/HipAbductor/STHipAbduction
hips,HipFlexors,Cable Assisted Wheel Rollout,Cable,https://exrx.net/WeightExercises/HipFlexors/CBAssistedKneelingWheelRollout
hips,HipFlexors,Cable Lying Leg Raise,Cable,https://exrx.net/WeightExercises/HipFlexors/CBLyingLegRaise
hips,HipFlexors,Cable Lying Leg Raise (on bench),Cable,https://exrx.net/WeightExercises/HipFlexors/CBLyingLegRaiseBench
hips,HipFlexors,Cable Lying Straight Leg Raise,Cable,https://exrx.net/WeightExercises/HipFlexors/CBLyingStraightLegRaise
hips,HipFlexors,Cable Standing Leg Raise,Cable,https://exrx.net/WeightExercises/HipFlexors/CBStandingLegRaise
hips,HipFlexors,Cable Standing Straight Leg Raise,Cable,https://exrx.net/WeightExercises/HipFlexors/CBStandingStraightLegRaise
hips,HipFlexors,Lever Hip Flexion,Lever,https://exrx.net/WeightExercises/HipFlexors/LVHipFlexion
hips,HipFlexors,Lever Lying Leg Raise,Lever,https://exrx.net/WeightExercises/HipFlexors/LVLyingLegRaiseN
hips,HipFlexors,Lever Vertical Leg Raise,Lever,https://exrx.net/WeightExercises/HipFlexors/LVVerticalLegRaise
hips,HipFlexors,Weighted Decline Sit-up,Weight,https://exrx.net/WeightExercises/HipFlexors/WtDeclineSitup
hips,HipFlexors,Weighted Hanging Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtHangLegRaise
hips,HipFlexors,Weighted Hanging Straight Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtHangingStraightLegRaise
hips,HipFlexors,Weighted Incline Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtInclineLegRaise
hips,HipFlexors,Weighted Incline Leg Raise (arms on pads),Weight,https://exrx.net/WeightExercises/HipFlexors/WtInclineLegRaiseArmPads
hips,HipFlexors,Weighted Incline Straight Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtInclineStraightLegRaise
hips,HipFlexors,Weighted Incline Straight Leg Raise (arms on pads),Weight,https://exrx.net/WeightExercises/HipFlexors/WtInclineStraightLegRaiseArmPads
hips,HipFlexors,Weighted Lying Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtLyingLegRaise
hips,HipFlexors,Weighted Roman Chair Sit-up,Weight,https://exrx.net/WeightExercises/HipFlexors/WtRomanChairSitup
hips,HipFlexors,Weighted Seated Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtSeatedLegRaise
hips,HipFlexors,Weighted Vertical Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtVerticalLegRaise
hips,HipFlexors,Weighted Vertical Leg Raise (on parallel bars),Weight,https://exrx.net/WeightExercises/HipFlexors/WtVerticalLegRaisePB
hips,HipFlexors,Weighted Vertical Straight Leg Raise,Weight,https://exrx.net/WeightExercises/HipFlexors/WtVerticalStraightLegRaise
hips,HipFlexors,Hanging Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWHangingLegRaise
hips,HipFlexors,Hanging Leg Raise (with ab straps),BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWHangingLegRaiseAbStrap
hips,HipFlexors,Hanging Straight Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWHangingStraightLegRaise
hips,HipFlexors,Incline Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWInclineLegRaise
hips,HipFlexors,Incline Leg Raise (arms on pads),BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWInclineLegRaiseArmPads
hips,HipFlexors,Incline Straight Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWInclineStraightLegRaise
hips,HipFlexors,Incline Straight Leg Raise (arms on pads),BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWInclineStraightLegRaiseArmPads
hips,HipFlexors,Lying Leg Raise (on bench),BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWLyingLegRaise
hips,HipFlexors,Lying Simultaneous Alternating Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWSimAltLyingLegRaise
hips,HipFlexors,Lying Leg Raise (on floor),BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWLyingLegRaiseFloor
hips,HipFlexors,Lying Straight Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWStraightLegRaise
hips,HipFlexors,Lying Simultaneous Alternating Straight Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWSimAltStraightLegRaise
hips,HipFlexors,Seated Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWSeatedLegRaise
hips,HipFlexors,Vertical Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWVerticalLegRaise
hips,HipFlexors,Vertical Leg Raise (on parallel bars),BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWVerticalLegRaisePB
hips,HipFlexors,Vertical Straight Leg Raise,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWVerticalStraightLegRaise
hips,HipFlexors,Jack-knife on Ball,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWJackKnifeBall
hips,HipFlexors,Roman Chair Sit-up,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWRomanChairSitup
hips,HipFlexors,Lying Scissor Kick,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWScissorKick
hips,HipFlexors,Jack-knife on Power Wheel,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWJackKnifeWheel
hips,HipFlexors,Wheel Rollout,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWKneelingWheelRollout
hips,HipFlexors,Pike on Power Wheel,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWPikeWheel
hips,HipFlexors,Pike on Discs,BodyWeight,https://exrx.net/WeightExercises/HipFlexors/BWPikeDiscs
hips,HipFlexors,Suspended Mountain Climber,Suspended,https://exrx.net/WeightExercises/HipFlexors/STMountainClimber
hips,HipFlexors,Suspended Pike,Suspended,https://exrx.net/WeightExercises/HipFlexors/STPike
hips,HipExternalRotator,Cable Lying Hip External Rotation,Cable,https://exrx.net/WeightExercises/HipExternalRotator/CBLyingHipExternalRotation
hips,HipExternalRotator,Cable Seated Hip External Rotation,Cable,https://exrx.net/WeightExercises/HipExternalRotator/CBSeatedHipExternalRotation
thighs,Quadriceps,Barbell Lunge,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBLunge
thighs,Quadriceps,Barbell Rear Lunge,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBRearLunge
thighs,Quadriceps,Barbell Side Lunge,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSideLunge
thighs,Quadriceps,Barbell Walking Lunge,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBWalkingLunge
thighs,Quadriceps,Barbell Single Leg Split Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSingleLegSplitSquat
thighs,Quadriceps,Barbell Side Split Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSideSplitSqaut
thighs,Quadriceps,Barbell Single Leg Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSingleLegSquat
thighs,Quadriceps,Barbell Split Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSplitSquat
thighs,Quadriceps,Barbell Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSquat
thighs,Quadriceps,Barbell Front Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBFrontSquat
thighs,Quadriceps,Barbell Full Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBFullSquat
thighs,Quadriceps,Barbell Hack Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBHackSquat
thighs,Quadriceps,Safety Barbell Squat,SafetyBarbell,https://exrx.net/WeightExercises/Quadriceps/SBSquat
thighs,Quadriceps,Safety Barbell Squat (long handles),SafetyBarbell,https://exrx.net/WeightExercises/Quadriceps/SBSquatHandles
thighs,Quadriceps,Safety Barbell Squat (self-spotting),SafetyBarbell,https://exrx.net/WeightExercises/Quadriceps/SBSquatSelfSpot
thighs,Quadriceps,Trap Bar Squat,TrapBar,https://exrx.net/WeightExercises/Quadriceps/TBSquat
thighs,Quadriceps,Barbell Squat (with chains),Barbell,https://exrx.net/WeightExercises/Quadriceps/BBSquatChains
thighs,Quadriceps,Barbell Zercher Squat,Barbell,https://exrx.net/WeightExercises/Quadriceps/BBZercherSquat
