Body,muscle,exercise,equipment,resource
UpperArms,Triceps,Lever Triceps Dip (plate loaded),Lever,https://exrx.net/WeightExercises/Triceps/LVTriDipH
UpperArms,Triceps,Lever Incline Triceps Extension,Lever,https://exrx.net/WeightExercises/Triceps/LVInclineTricepsExtension
UpperArms,Triceps,Lever Overhead Triceps Extension,Lever,https://exrx.net/WeightExercises/Triceps/LVTricepsExtensionOH
UpperArms,Triceps,Lever Pushdown,Lever,https://exrx.net/WeightExercises/Triceps/LVPushdown
UpperArms,Triceps,Lever Seated Close Grip Press,Lever,https://exrx.net/WeightExercises/Triceps/LVSeatedCloseGripPress
UpperArms,Triceps,Lever Close Grip Incline Bench Press,Lever,https://exrx.net/WeightExercises/Triceps/LVCloseGripInclineBenchPress
UpperArms,Triceps,Lever Triceps Dip,Lever,https://exrx.net/WeightExercises/Triceps/LVTriDip
UpperArms,Triceps,Lever Triceps Dip,Lever,https://exrx.net/WeightExercises/Triceps/LVTriDip2
UpperArms,Triceps,Lever Overhand Triceps Dip,Lever,https://exrx.net/WeightExercises/Triceps/LVOverhandTriDip
UpperArms,Triceps,Lever Triceps Extension,Lever,https://exrx.net/WeightExercises/Triceps/LVTriExt
UpperArms,Triceps,Lever Triceps Extension,Lever,https://exrx.net/WeightExercises/Triceps/LVTriExt2
UpperArms,Triceps,Lever Alternating Triceps Extension,Lever,https://exrx.net/WeightExercises/Triceps/LVAltTriExt
UpperArms,Triceps,Sled Standing Triceps Dip,Sled,https://exrx.net/WeightExercises/Triceps/SLStandingTricepsDip
UpperArms,Triceps,Smith Close Grip Bench Press,Smith,https://exrx.net/WeightExercises/Triceps/SMCloseGripBenchPress
UpperArms,Triceps,Smith Close Grip Incline Bench Press,Smith,https://exrx.net/WeightExercises/Triceps/SMCloseGripInclineBenchPress
UpperArms,Triceps,Weighted Bench Dip,Weight,https://exrx.net/WeightExercises/Triceps/WtBenchDip
UpperArms,Triceps,Weighted Close Grip Push-up,Weight,https://exrx.net/WeightExercises/Triceps/WtPushup
UpperArms,Triceps,Weighted Triceps Dip,Weight,https://exrx.net/WeightExercises/Triceps/WtTriDip
UpperArms,Triceps,Band-assisted Triceps Dip,Assisted,https://exrx.net/WeightExercises/Triceps/ASTricepsDipBand
UpperArms,Triceps,Bench Dip,BodyWeight,https://exrx.net/WeightExercises/Triceps/BWBenchDip
UpperArms,Triceps,Bench Dip (knees bent),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWBenchDipBentKnee
UpperArms,Triceps,Bench Dip (heels on floor),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWBenchDipFloor
UpperArms,Triceps,Close Grip Push-up,BodyWeight,https://exrx.net/WeightExercises/Triceps/BWCloseGripPushup
UpperArms,Triceps,Close Grip Push-up (on knees),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWCloseGripPushupKnees
UpperArms,Triceps,Close Grip Push-up (on medicine ball),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWCloseGripPushupMB
UpperArms,Triceps,Close Grip Incline Push-up (on bar),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWCloseGripInclinePushupBar
UpperArms,Triceps,Suspended Triceps Extension (with rope),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWSuspendedTricepsExtension
UpperArms,Triceps,Triceps Dip,BodyWeight,https://exrx.net/WeightExercises/Triceps/BWTriDip
UpperArms,Triceps,Triceps Dip (between benches),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWTriDipBenches
UpperArms,Triceps,Triceps Dip (bent knees between benches),BodyWeight,https://exrx.net/WeightExercises/Triceps/BWTriDipBenchesBentKnees
UpperArms,Triceps,Suspended Triceps Dip,Suspended,https://exrx.net/WeightExercises/Triceps/STTriDip
UpperArms,Triceps,Suspended Self-assisted Triceps Dip,Suspended,https://exrx.net/WeightExercises/Triceps/STSelfAssistedTricepsDip
UpperArms,Triceps,Suspended Triceps Extension,Suspended,https://exrx.net/WeightExercises/Triceps/STTricepsExtension
UpperArms,Triceps,Self-assisted Triceps Dip,Assisted,https://exrx.net/WeightExercises/Triceps/ASTricepsDipSelf
UpperArms,Biceps,Barbell Curl,Barbell,https://exrx.net/WeightExercises/Biceps/BBCurl
UpperArms,Biceps,Barbell Drag Curl,Barbell,https://exrx.net/WeightExercises/Biceps/BBDragCurl
UpperArms,Biceps,Cable Alternating Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBAlternatingCurl
UpperArms,Biceps,Cable Alternating Seated Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBAlternatingSeatedCurl
UpperArms,Biceps,Cable Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBCurl
UpperArms,Biceps,Cable Bar Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBBarCurl
UpperArms,Biceps,Cable Curl (with stirrups),Cable,https://exrx.net/WeightExercises/Biceps/CBCurlStirrups
UpperArms,Biceps,Cable Seated Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBSeatedCurl
UpperArms,Biceps,Cable One Arm Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBOneArmCurl
UpperArms,Biceps,Cable Supine Curl,Cable,https://exrx.net/WeightExercises/Biceps/CBSupineCurl
UpperArms,Biceps,Dumbbell Curl,Dumbbell,https://exrx.net/WeightExercises/Biceps/DBCurl
UpperArms,Biceps,Dumbbell Incline Curl,Dumbbell,https://exrx.net/WeightExercises/Biceps/DBInclineCurl
UpperArms,Biceps,Lever Curl,Lever,https://exrx.net/WeightExercises/Biceps/LVCurl
UpperArms,Biceps,Lever Alternating Curl,Lever,https://exrx.net/WeightExercises/Biceps/LVAlternatingCurl
UpperArms,Brachialis,Suspension Arm Curl,Suspended,https://exrx.net/WeightExercises/Brachialis/STArmCurl
UpperArms,Brachialis,Barbell Preacher Curl,Barbell,https://exrx.net/WeightExercises/Brachialis/BBPreacherCurl
UpperArms,Brachialis,Barbell Standing Preacher Curl,Barbell,https://exrx.net/WeightExercises/Brachialis/BBStandingPreacherCurl
UpperArms,Brachialis,Barbell Prone Incline Curl,Barbell,https://exrx.net/WeightExercises/Brachialis/BBProneInclineCurl
UpperArms,Brachialis,Cable Concentration Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBConcentrationCurl
UpperArms,Brachialis,Cable Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBPreacherCurl
UpperArms,Brachialis,Cable Alternating Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBAlternatingPreacherCurl
UpperArms,Brachialis,Cable Standing Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBStandingPreacherCurl
UpperArms,Brachialis,Cable One Arm Standing Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBOneArmStandingPreacherCurl
UpperArms,Brachialis,Cable One Arm Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBOneArmPreacherCurl
UpperArms,Brachialis,Cable Preacher Curl (stirrups),Cable,https://exrx.net/WeightExercises/Brachialis/CBPreacherCurlStirrups
UpperArms,Brachialis,Cable Prone Incline Curl,Cable,https://exrx.net/WeightExercises/Brachialis/CBProneInclineCurl
UpperArms,Brachialis,Dumbbell Concentration Curl,Dumbbell,https://exrx.net/WeightExercises/Brachialis/DBConcentrationCurl
UpperArms,Brachialis,Dumbbell Preacher Curl,Dumbbell,https://exrx.net/WeightExercises/Brachialis/DBPreacherCurl
UpperArms,Brachialis,Dumbbell Standing Preacher Curl,Dumbbell,https://exrx.net/WeightExercises/Brachialis/DBStandingPreacherCurl
UpperArms,Brachialis,Dumbbell Prone Incline Curl,Dumbbell,https://exrx.net/WeightExercises/Brachialis/DBProneInclineCurl
UpperArms,Brachialis,Lever Preacher Curl (plate loaded),Lever,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlH
UpperArms,Brachialis,"Lever Preacher Curl (arms high, plate loaded)",Lever,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlHighPL
UpperArms,Brachialis,"Lever Alternating Preacher Curl (arms high, plate loaded)",Lever,https://exrx.net/WeightExercises/Brachialis/LVAlterPreacherCurlHighPL
UpperArms,Brachialis,"Lever Preacher Curl (no seat, plate loaded)",Lever,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlNoSeatPL
UpperArms,Brachialis,Lever Preacher Curl,Lever,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurl
UpperArms,Brachialis,Lever Preacher Curl (arms high),Lever,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlHigh
UpperArms,Brachialis,Lever Alternating Preacher Curl (arms high),Lever,https://exrx.net/WeightExercises/Brachialis/LVAlterPreacherCurlHigh
UpperArms,Brachialis,Lever Preacher Curl (no seat),Lever,https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlNoSeat
ForeArms,Brachioradialis,Barbell Reverse Curl,Barbell,https://exrx.net/WeightExercises/Brachioradialis/BBReverseCurl
ForeArms,Brachioradialis,Barbell Reverse Preacher Curl,Barbell,https://exrx.net/WeightExercises/Brachioradialis/BBReversePreacherCurl
ForeArms,Brachioradialis,Barbell Standing Reverse Preacher Curl,Barbell,https://exrx.net/WeightExercises/Brachioradialis/BBStandingReversePreacherCurl
ForeArms,Brachioradialis,Cable Hammer Curl,Cable,https://exrx.net/WeightExercises/Brachioradialis/CBHammerCurl
ForeArms,Brachioradialis,Cable Reverse Curl,Cable,https://exrx.net/WeightExercises/Brachioradialis/CBReverseCurl
ForeArms,Brachioradialis,Cable Bar Reverse Curl,Cable,https://exrx.net/WeightExercises/Brachioradialis/CBBarReverseCurl
ForeArms,Brachioradialis,Cable Reverse Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachioradialis/CBReversePreacherCurl
ForeArms,Brachioradialis,Cable Standing Reverse Preacher Curl,Cable,https://exrx.net/WeightExercises/Brachioradialis/CBStandingReversePreacherCurl
ForeArms,Brachioradialis,Dumbbell Hammer Curl,Dumbbell,https://exrx.net/WeightExercises/Brachioradialis/DBHammerCurl
ForeArms,Brachioradialis,Lever Hammer Preacher Curl,Lever,https://exrx.net/WeightExercises/Brachioradialis/LVHammerPreacherCurl
ForeArms,Brachioradialis,Lever Reverse Curl,Lever,https://exrx.net/WeightExercises/Brachioradialis/LVReverseCurl
ForeArms,Brachioradialis,Lever Reverse Preacher Curl,Lever,https://exrx.net/WeightExercises/Brachioradialis/LVReversePreacherCurl
ForeArms,WristFlexors,Barbell Wrist Curl,Barbell,https://exrx.net/WeightExercises/WristFlexors/BBWristCurl
ForeArms,WristFlexors,Cable Wrist Curl,Cable,https://exrx.net/WeightExercises/WristFlexors/CBWristCurl
ForeArms,WristFlexors,Cable One Arm Wrist Curl,Cable,https://exrx.net/WeightExercises/WristFlexors/CBOneArmWristCurl
ForeArms,WristFlexors,Cable Roller Wrist Flexion,Cable,https://exrx.net/WeightExercises/WristFlexors/CBRollerWristFlexion
ForeArms,WristFlexors,Dumbbell Wrist Curl,Dumbbell,https://exrx.net/WeightExercises/WristFlexors/DBWristCurl
ForeArms,WristFlexors,Dumbbell Ulnar Deviation,Dumbbell,https://exrx.net/WeightExercises/WristFlexors/DBUlnarFlexion
ForeArms,WristFlexors,Lever Grip (plate loaded),Lever,https://exrx.net/WeightExercises/WristFlexors/LVGripPL
ForeArms,WristFlexors,Lever Wrist Curl (plate loaded),Lever,https://exrx.net/WeightExercises/WristFlexors/LVWristCurlPL
ForeArms,WristFlexors,Lever Grip,Lever,https://exrx.net/WeightExercises/WristFlexors/LVGrip
ForeArms,WristFlexors,Lever Ulnar Deviation,Lever,https://exrx.net/WeightExercises/WristFlexors/LVUlnarFlexion
ForeArms,WristFlexors,Lever Wrist Curl,Lever,https://exrx.net/WeightExercises/WristFlexors/LVWristCurl
ForeArms,WristFlexors,Lever Roller Wrist Flexion,Lever,https://exrx.net/WeightExercises/WristFlexors/LVRollerWristFlexion
ForeArms,WristFlexors,Lever Roller Ulnar Deviation,Lever,https://exrx.net/WeightExercises/WristFlexors/LVRollerUlnarFlexion
ForeArms,WristFlexors,Sled One Hand Grip,Sled,https://exrx.net/WeightExercises/WristFlexors/SLGrip
ForeArms,WristFlexors,Sled Grip (plate loaded),Sled,https://exrx.net/WeightExercises/WristFlexors/SLGripPlateLoaded
ForeArms,WristFlexors,Sled One Hand Grip (plate loaded),Sled,https://exrx.net/WeightExercises/WristFlexors/SLOneHandGripPlateLoaded
ForeArms,WristFlexors,Sled One Hand Pinch Grip (plate loaded),Sled,https://exrx.net/WeightExercises/WristFlexors/SLOneHandPinchGripPL
ForeArms,WristExtensors,Barbell Reverse Wrist Curl,Barbell,https://exrx.net/WeightExercises/WristExtensors/BBReverseWristCurl
ForeArms,WristExtensors,Cable Reverse Wrist Curl,Cable,https://exrx.net/WeightExercises/WristExtensors/CBReverseWristCurl
ForeArms,WristExtensors,Cable One Arm Reverse Wrist Curl,Cable,https://exrx.net/WeightExercises/WristExtensors/CBOneArmReverseWristCurl
ForeArms,WristExtensors,Cable Roller Wrist Extension,Cable,https://exrx.net/WeightExercises/WristExtensors/CBRollerWristExtention
ForeArms,WristExtensors,Dumbbell Radial Deviation,Dumbbell,https://exrx.net/WeightExercises/WristExtensors/DBRadialFlexion
ForeArms,WristExtensors,Dumbbell Reverse Wrist Curl,Dumbbell,https://exrx.net/WeightExercises/WristExtensors/DBReverseWristCurl
ForeArms,WristExtensors,Lever Reverse Wrist Curl (plate loaded),Lever,https://exrx.net/WeightExercises/WristExtensors/LVReverseWristCurlPL
ForeArms,WristExtensors,Lever Radial Deviation,Lever,https://exrx.net/WeightExercises/WristExtensors/LVRadialFlexion
ForeArms,WristExtensors,Lever Reverse Wrist Curl,Lever,https://exrx.net/WeightExercises/WristExtensors/LVReverseWristCurl
ForeArms,WristExtensors,Lever Roller Wrist Extension,Lever,https://exrx.net/WeightExercises/WristExtensors/LVRollerWristExtention
ForeArms,WristExtensors,Lever Roller Radial Deviation,Lever,https://exrx.net/WeightExercises/WristExtensors/LVRollerRadialFlexion
ForeArms,Pronators,Dumbbell Lying Pronation (arm up),Dumbbell,https://exrx.net/WeightExercises/Pronators/DBLyingPronationUp
ForeArms,Pronators,Dumbbell Lying Pronation (arm down),Dumbbell,https://exrx.net/WeightExercises/Pronators/DBLyingPronationDown
ForeArms,Pronators,Dumbbell Seated Pronation,Dumbbell,https://exrx.net/WeightExercises/Pronators/DBSeatedPronation
ForeArms,Pronators,Lever Seated Forearm Pronation,Lever,https://exrx.net/WeightExercises/Pronators/LVSeatedPronation
ForeArms,Pronators,Lever Standing Forearm Pronation,Lever,https://exrx.net/WeightExercises/Pronators/LVPronation
ForeArms,Supinators,Lever Forearm Supination/Pronation,Lever,https://exrx.net/WeightExercises/Supinators/LVSupinationPronation
ForeArms,Supinators,Dumbbell Lying Supination,Dumbbell,https://exrx.net/WeightExercises/Supinators/DBLyingSupinationUp
ForeArms,Supinators,Dumbbell Lying Supination (arm down),Dumbbell,https://exrx.net/WeightExercises/Supinators/DBLyingSupinationDown
ForeArms,Supinators,Dumbbell Seated Supination,Dumbbell,https://exrx.net/WeightExercises/Supinators/DBSeatedSupination
ForeArms,Supinators,Lever Seated Forearm Supination,Lever,https://exrx.net/WeightExercises/Supinators/LVSeatedSupination
ForeArms,Supinators,Lever Standing Forearm Supination,Lever,https://exrx.net/WeightExercises/Supinators/LVSupination
back,BackGeneral,Barbell Bent-over Row,Barbell,https://exrx.net/WeightExercises/BackGeneral/BBBentOverRow
back,BackGeneral,Barbell Close Grip Bent-over Row,Barbell,https://exrx.net/WeightExercises/BackGeneral/BBCloseGripBentOverRow
back,BackGeneral,Barbell Underhand Bent-over Row,Barbell,https://exrx.net/WeightExercises/BackGeneral/BBUnderhandBentOverRow
back,BackGeneral,Cambered Barbell Lying Row,Barbell,https://exrx.net/WeightExercises/BackGeneral/CamberedBarLyingRow
back,BackGeneral,Cable Incline Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBInclineRow
back,BackGeneral,Cable Straight Back Incline Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBStraightBackInclineRow
back,BackGeneral,Cable Kneeling Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmKneelingRow
back,BackGeneral,Cable Lying Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBLyingRow
back,BackGeneral,Cable One Arm Bent-over Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmBentoverRow
back,BackGeneral,Cable One Arm Seated Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmRow
back,BackGeneral,Cable Twisting Seated Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmTwistingRow
back,BackGeneral,Cable One Arm Seated High Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmHighRow
back,BackGeneral,Cable One Arm Straight Back Seated High Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmStrBackHighRow
back,BackGeneral,Cable Twisting Seated High Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmTwistingHighRow
back,BackGeneral,Cable Seated High Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBSeatedHighRow
back,BackGeneral,Cable Alternating Seated High Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBAlternatingHighRow
back,BackGeneral,Cable Seated Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBSeatedRow
back,BackGeneral,Cable Straight Back Seated Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBStraightBackSeatedRow
back,BackGeneral,Cable Wide Grip Seated Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBWideGripSeatedRow
back,BackGeneral,Cable Wide Grip Straight Back Seated Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBWideGripStrBackSeatedRow
back,BackGeneral,Cable Standing Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmStandingRow
back,BackGeneral,Cable Standing Low Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBOneArmStandingLowRow
back,BackGeneral,Cable Twisting Standing High Row,Cable,https://exrx.net/WeightExercises/BackGeneral/CBStandingTwistingHighRow
back,BackGeneral,Dumbbell Bent-over Row,Dumbbell,https://exrx.net/WeightExercises/BackGeneral/DBBentOverRow
back,BackGeneral,Dumbbell Lying Row,Dumbbell,https://exrx.net/WeightExercises/BackGeneral/DBLyingRow
back,BackGeneral,Lever Bent-over Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVBentOverRowH
back,BackGeneral,Lever Barbell Bent-over Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVBBBentOverRow
back,BackGeneral,Lever One Arm Bent-over Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVOneArmBentOverRow
back,BackGeneral,Lever Wide Grip Bent-over Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVWideGripBentOverRowH
back,BackGeneral,Lever Incline Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVInclineRow
back,BackGeneral,Lever Close Grip Incline Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVCloseGripInclineRow
back,BackGeneral,Lever One Arm Standing Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVOneArmStandingRow
back,BackGeneral,Lever Narrow Grip Seated Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVNarrowGripSeatedRowH
back,BackGeneral,Lever Alternating Narrow Grip Seated Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVAlternatingNarrowGripSeatedRow
back,BackGeneral,"Lever Wide Grip Seated Row (high bar, plate loaded)",Lever,https://exrx.net/WeightExercises/BackGeneral/LVWideGripSeatedRowH
back,BackGeneral,Lever Alternating Wide Grip Seated Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVAlternatingWideGripSeatedRow
back,BackGeneral,Lever Wide Grip Seated Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVWideLowGripSeatedRowH
back,BackGeneral,"Lever Seated Row (no chest pad, plate loaded)",Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedRowNoPadPL
back,BackGeneral,"Lever Straight Back Seated Row (no chest pad, plate loaded)",Lever,https://exrx.net/WeightExercises/BackGeneral/LVStraightBackSeatedRowNoPadPL
back,BackGeneral,Lever Seated Low Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedLowRow
back,BackGeneral,Lever Seated High Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedHighRow
back,BackGeneral,Lever Underhand Seated Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedUnderhandRowH
back,BackGeneral,Lever Alternating Underhand Seated Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVAlternatingSeatedUnderhandRowH
back,BackGeneral,Lever T-bar Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVTBarRow
back,BackGeneral,Lever T-bar Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVTBarRowLM
back,BackGeneral,Lever Close Grip T-bar Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVCloseGripTBarRow
back,BackGeneral,Lever Close Grip T-bar Row (plate loaded),Lever,https://exrx.net/WeightExercises/BackGeneral/LVCloseGripTBarRowLM
back,BackGeneral,Lever Seated High Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedHighRowC
back,BackGeneral,Lever Alternating Seated High Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVAlternatingSeatedHighRow
back,BackGeneral,Lever Seated High Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedHighRowB
back,BackGeneral,Lever Seated Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedRow
back,BackGeneral,Lever Wide Grip Seated Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVWideGripSeatedRow
back,BackGeneral,Lever Seated Row (no chest pad),Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedRowNoPad
back,BackGeneral,Lever Straight Back Seated Row (no chest pad),Lever,https://exrx.net/WeightExercises/BackGeneral/LVStraightBackSeatedRowNoPad
back,BackGeneral,Lever Underhand Seated Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedUnderhandRowS
back,BackGeneral,Lever Underhand Seated Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVSeatedUnderhandRow
back,BackGeneral,Lever Alternating Underhand Seated Row,Lever,https://exrx.net/WeightExercises/BackGeneral/LVAlternatingSeatedUnderhandRow
back,BackGeneral,Smith Bent-over Row,Smith,https://exrx.net/WeightExercises/BackGeneral/SMBentOverRow
back,BackGeneral,Weighted Inverted Row,Weight,https://exrx.net/WeightExercises/BackGeneral/WTSupineRow
back,BackGeneral,Inverted Row,BodyWeight,https://exrx.net/WeightExercises/BackGeneral/BWSupineRow
back,BackGeneral,Inverted Row (feet elevated),BodyWeight,https://exrx.net/WeightExercises/BackGeneral/BWSupineRowFeetElevated
back,BackGeneral,Inverted Row (high bar),BodyWeight,https://exrx.net/WeightExercises/BackGeneral/BWSupineRowHigh
back,BackGeneral,Inverted Row (on hips),BodyWeight,https://exrx.net/WeightExercises/BackGeneral/BWSupineRowHips
back,BackGeneral,Underhand Inverted Row,BodyWeight,https://exrx.net/WeightExercises/BackGeneral/BWUnderhandSupineRow
back,BackGeneral,Underhand Inverted Row (high bar),BodyWeight,https://exrx.net/WeightExercises/BackGeneral/BWUnderhandSupineRowHigh
back,BackGeneral,Suspended Inverted Row,Suspended,https://exrx.net/WeightExercises/BackGeneral/STInvertedRow
back,BackGeneral,Suspended Bent-knee Inverted Row,Suspended,https://exrx.net/WeightExercises/BackGeneral/STBentKneeInvertedRow
back,BackGeneral,Suspended Power Pull,Suspended,https://exrx.net/WeightExercises/BackGeneral/STPowerPull
back,BackGeneral,Suspended Row,Suspended,https://exrx.net/WeightExercises/BackGeneral/STRow
back,LatissimusDorsi,Machine-assisted Chin-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsUnderhandChinup
back,LatissimusDorsi,Machine-assisted Parallel Close Grip Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsCloseGripChinupKneeling
back,LatissimusDorsi,Machine-assisted Parallel Close Grip Pull-up (standing),Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsCloseGripChinup
back,LatissimusDorsi,Machine-assisted Pull-up,Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsPullupKneeling
back,LatissimusDorsi,Machine-assisted Pull-up (open-centered bar),Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsPullupOpenKneeling
back,LatissimusDorsi,"Machine-assisted Pull-up (open-centered bar, standing)",Assisted,https://exrx.net/WeightExercises/LatissimusDorsi/AsPullupOpen
back,LatissimusDorsi,Barbell Pullover,Barbell,https://exrx.net/WeightExercises/LatissimusDorsi/BBPullover
back,LatissimusDorsi,Barbell Bent Arm Pullover,Barbell,https://exrx.net/WeightExercises/LatissimusDorsi/BBBentArmPullover
back,LatissimusDorsi,Cable Close Grip Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBCloseGripPulldown
back,LatissimusDorsi,Cable Alternating Close Grip Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBAlternatingCloseGripPulldown
back,LatissimusDorsi,Cable One Arm Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBOneArmPulldown
back,LatissimusDorsi,Cable One Arm Kneeling Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBOneArmKneelingPulldown
back,LatissimusDorsi,Cable Close Grip Pulldown (stirrups),Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBCloseGripPulldownStirrups
back,LatissimusDorsi,Cable Kneeling Bent-over Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBKneelingBentoverPullover
back,LatissimusDorsi,Cable Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBFrontPulldown
back,LatissimusDorsi,Cable Alternating Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBAlternatingPulldown
back,LatissimusDorsi,Cable Parallel Grip Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBParallelGripPulldown
back,LatissimusDorsi,Cable Pulldown (pro lat bar),Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBFrontPulldownProLatBar
back,LatissimusDorsi,Cable Pulldown (stirrups),Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBPulldownStirrups
back,LatissimusDorsi,Cable Pullover,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBPullover
back,LatissimusDorsi,Cable Bent-over Pullover,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBBentoverPullover
back,LatissimusDorsi,Cable Seated Pullover,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBSeatedStraightArmPullover
back,LatissimusDorsi,Cable Chin-up,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBUnderhandChinup
back,LatissimusDorsi,Cable Parallel Close Grip Pull-up,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBParallelCloseGripChinup
back,LatissimusDorsi,Cable Parallel Grip Pull-up,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBParallelGripChinup
back,LatissimusDorsi,Cable Pull-up,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBPullup
back,LatissimusDorsi,Cable Rear Pull-up,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBRearPullup
back,LatissimusDorsi,Cable Rear Pulldown,Cable,https://exrx.net/WeightExercises/LatissimusDorsi/CBRearPulldown
